# Light curves of Betelgeuse in 0.45-13.5 micron measured with images taken by 
# the Himawari-8 meteorological satellite (after binning). 
# Last updated on 2023-07-20T13:30:02
# 
# Original paper: 
#   Daisuke Taniguchi, Kazuya Yamazaki, and Shinsuke Uno
#   "The Great Dimming of Betelgeuse seen by the Himawari-8 meteorological satellite"
#   Nature Astronomy, 6, 930 (2022)
#   DOI: 10.1038/s41550-022-01680-5
# 
# Column descriptions: 
#   1st column: Mean of observation dates in each bin in UTC (accuracy of 10 min). 
#   2nd column: First observation date in each bin in UTC (accuracy of 10 min). 
#   3rd column: Last observation date in each bin in UTC (accuracy of 10 min). 
#   The others: Spectral irradiance of each band and its standard error [nW/m^2/micron]. 
# 
#Mean date (UTC),First date (UTC),Last date (UTC) ,Band 01    ,01_err    ,Band 02    ,02_err    ,Band 03    ,03_err    ,Band 04    ,04_err    ,Band 05    ,05_err    ,Band 06    ,06_err    ,Band 07    ,07_err    ,Band 08    ,08_err    ,Band 09    ,09_err    ,Band 10    ,10_err    ,Band 11    ,11_err    ,Band 12    ,12_err    ,Band 13    ,13_err    ,Band 14    ,14_err    ,Band 15    ,15_err    ,Band 16    ,16_err    
2019-12-12 00:46,2019-12-02 04:10,2019-12-20 03:00, 5.6981E+00,1.1095E+00, 8.8105E+00,6.1024E-01, 1.7928E+01,1.0180E+00, 5.4769E+01,2.6993E+00, 5.1070E+01,1.8960E+00, 2.2787E+01,8.8527E-01, 3.1188E+00,1.0262E-01, 4.6115E-01,3.9384E-02, 3.4970E-01,6.2324E-02, 2.6362E-01,5.8753E-02, 1.4720E-01,6.1772E-02, 1.8904E-01,2.4871E-02, 1.3881E-01,2.6129E-02, 1.0325E-01,5.7372E-02, 1.0523E-01,1.4879E-02,-1.2421E-02,4.9486E-02
2019-12-31 02:22,2019-12-25 02:00,2020-01-04 02:00, 4.1454E+00,9.6426E-01, 7.1447E+00,5.9749E-01, 1.4099E+01,1.2818E+00, 5.3064E+01,4.3023E+00, 4.6760E+01,1.5617E+00, 2.1920E+01,1.0031E+00, 3.0499E+00,1.3976E-01, 4.5008E-01,4.9709E-02, 3.1995E-01,5.8923E-02, 2.4961E-01,3.7075E-02, 2.0992E-01,8.7621E-02, 1.8973E-01,5.7495E-02, 7.3804E-02,3.0844E-02, 7.9352E-02,3.8140E-02, 7.7603E-02,2.7296E-02,-1.3085E-01,9.6388E-02
2020-01-14 16:28,2020-01-07 01:10,2020-01-22 00:10, 4.2966E+00,5.1217E-01, 6.0344E+00,8.1243E-01, 1.4340E+01,8.3438E-01, 4.8205E+01,2.4475E+00, 4.8779E+01,2.2583E+00, 2.1047E+01,3.8888E-01, 3.0145E+00,1.0750E-01, 5.0011E-01,4.9097E-02, 2.6774E-01,9.2282E-02, 2.2866E-01,4.3247E-02, 1.2200E-01,7.0302E-02, 1.3926E-01,3.1661E-02, 9.8499E-02,5.7876E-02, 1.2161E-01,3.1252E-02, 2.8707E-03,4.3011E-02,-2.6124E-02,9.5458E-02
2020-01-28 00:40,2020-01-22 00:50,2020-02-01 00:10, 3.3605E+00,6.5431E-01, 7.0717E+00,7.4193E-01, 1.4112E+01,7.7133E-01, 5.0016E+01,3.0341E+00, 4.5566E+01,3.0934E+00, 2.0576E+01,4.8661E-01, 2.8230E+00,7.5106E-02, 4.7433E-01,2.4589E-02, 2.7762E-01,2.7212E-02, 2.6077E-01,3.7543E-02, 1.1341E-01,4.9633E-02, 2.0134E-01,5.2267E-02, 1.7936E-01,7.5665E-02, 1.5002E-01,3.8552E-02, 3.3269E-02,2.2953E-02, 6.4483E-02,1.1594E-01
2020-02-11 14:38,2020-02-03 23:20,2020-02-18 22:20, 3.7513E+00,7.4077E-01, 6.5080E+00,8.0146E-01, 1.2139E+01,6.9347E-01, 4.7882E+01,2.2389E+00, 4.8244E+01,3.1057E+00, 2.1309E+01,7.6230E-01, 2.9684E+00,1.0335E-01, 3.9701E-01,1.9757E-02, 3.1746E-01,7.8995E-02, 2.3345E-01,3.8824E-02, 1.6378E-01,6.3702E-02, 1.5481E-01,1.0528E-01, 2.0424E-01,2.1716E-02, 7.0918E-02,4.4817E-02, 6.3776E-03,3.8914E-02, 2.1852E-02,1.0790E-01
2020-02-24 22:50,2020-02-18 23:00,2020-02-28 22:20, 5.4272E+00,9.3531E-01, 7.1360E+00,1.2383E+00, 1.3509E+01,3.8722E-01, 5.1420E+01,6.3674E+00, 4.7062E+01,1.1436E+00, 2.1746E+01,6.6691E-01, 2.9397E+00,5.2672E-02, 4.6670E-01,2.3008E-02, 3.5349E-01,4.6613E-02, 3.3751E-01,2.0502E-02, 1.3421E-01,4.4143E-02, 1.6829E-01,7.5090E-02, 9.7239E-02,7.1389E-02, 1.6324E-01,1.3999E-02, 8.1253E-02,2.1600E-02, 1.7204E-02,1.1355E-01
2020-03-07 05:55,2020-03-02 21:30,2020-03-12 20:50, 7.1189E+00,1.5026E+00, 8.1205E+00,1.0291E+00, 1.4336E+01,1.4274E+00, 4.5375E+01,5.5978E+00, 4.8916E+01,3.3620E+00, 2.1058E+01,1.0231E+00, 3.0083E+00,5.2020E-02, 4.9865E-01,2.6291E-02, 3.0691E-01,4.0351E-02, 2.6877E-01,2.3912E-02, 1.6493E-01,4.3850E-02, 1.6785E-01,9.7336E-02, 1.2959E-01,5.6623E-02, 9.8619E-02,3.7305E-02, 5.4875E-02,3.4034E-02, 8.2728E-03,1.3887E-01
2020-03-20 14:20,2020-03-14 21:20,2020-03-27 19:50, 7.4302E+00,7.5601E-01, 1.0041E+01,1.6726E+00, 2.0301E+01,1.5349E+00, 5.9288E+01,5.2702E+00, 4.9621E+01,2.0356E+00, 2.1440E+01,6.7486E-01, 3.0392E+00,1.0611E-01, 5.0723E-01,5.3256E-02, 2.3955E-01,3.3790E-02, 3.1222E-01,3.4214E-02, 1.3029E-01,1.9702E-02, 2.0260E-01,1.4948E-02, 1.8007E-01,3.8232E-02, 1.9238E-01,3.8104E-02, 1.2129E-01,5.0605E-02, 6.5760E-03,1.1719E-01
2020-04-03 03:04,2020-03-27 20:30,2020-04-09 19:00, 8.2646E+00,1.3803E+00, 1.3438E+01,6.4814E-01, 2.5824E+01,3.0872E+00, 6.1795E+01,2.8637E+00, 5.2834E+01,9.8204E-01, 2.0767E+01,7.8713E-01, 2.9816E+00,1.1660E-01, 4.5975E-01,3.3485E-02, 3.4586E-01,6.3623E-02, 2.6246E-01,5.2915E-02, 5.1430E-02,7.3509E-02, 1.6634E-01,5.3090E-02, 1.2947E-01,7.3027E-02, 7.2083E-02,4.5125E-02, 1.1335E-01,6.8954E-02,-1.8471E-03,5.1212E-02
2020-04-17 12:30,2020-04-11 19:30,2020-04-24 18:00, 9.9986E+00,6.0848E-01, 1.4704E+01,1.8826E+00, 3.4891E+01,2.3124E+00, 7.3548E+01,3.0375E+00, 5.2469E+01,2.2705E+00, 2.1805E+01,5.5717E-01, 3.1662E+00,5.7713E-02, 3.9916E-01,2.6852E-02, 2.6722E-01,5.3355E-02, 2.4395E-01,4.5813E-02, 1.2302E-01,4.0643E-02, 1.5698E-01,2.6040E-02, 1.7676E-01,7.4738E-02, 7.7983E-02,4.9177E-02, 7.6591E-02,3.4757E-02, 1.9098E-01,1.0592E-01
2020-05-04 15:43,2020-04-24 18:40,2020-05-12 16:50, 1.1464E+01,1.4991E+00, 1.6775E+01,1.8018E+00, 3.6148E+01,9.0466E-01, 8.1646E+01,5.5669E+00, 5.3593E+01,3.3070E+00, 2.2102E+01,3.6073E-01, 3.0774E+00,8.4550E-02, 4.8683E-01,4.4483E-02, 3.1292E-01,2.6712E-02, 2.7074E-01,4.3245E-02, 1.8070E-01,4.9546E-02, 1.9385E-01,2.6421E-02, 1.5342E-01,1.2084E-01, 1.8018E-02,2.1662E-02, 2.7625E-02,2.4763E-02, 3.2031E-02,1.1247E-01
2020-05-19 08:07,2020-05-14 16:40,2020-05-24 16:00, 1.1846E+01,7.2278E-01, 1.5332E+01,8.5588E-01, 3.6462E+01,1.4906E+00, 7.3192E+01,4.0971E+00, 5.2022E+01,2.9903E+00, 2.2927E+01,1.1864E+00, 3.0650E+00,1.1324E-01, 4.3317E-01,4.3866E-02, 2.9980E-01,3.9462E-02, 2.5786E-01,5.2147E-02, 1.1160E-01,6.6281E-02, 1.8928E-01,4.2522E-02, 1.5387E-01,7.0097E-02, 1.0813E-01,4.0070E-02, 5.2842E-02,5.7543E-02, 1.4283E-01,1.3787E-01
2020-05-31 04:26,2020-05-25 16:40,2020-06-04 16:00, 1.1926E+01,1.0967E+00, 1.6517E+01,6.8255E-01, 3.2304E+01,1.8091E+00, 7.2862E+01,4.2836E+00, 5.1995E+01,1.7175E+00, 2.2323E+01,4.7818E-01, 3.0868E+00,1.0417E-01, 4.4690E-01,3.0999E-02, 3.4697E-01,5.1388E-02, 2.7665E-01,6.3329E-02, 1.8012E-01,7.1547E-02, 2.4358E-01,5.2741E-02, 1.5824E-01,4.7318E-02, 8.7788E-02,2.6897E-02, 5.9238E-02,5.5858E-02, 1.4957E-01,1.7409E-01
2020-06-08 15:50,2020-06-06 15:10,2020-06-11 14:50, 1.0450E+01,1.3319E+00, 1.6859E+01,1.6056E+00, 3.1900E+01,2.3310E+00, 7.0287E+01,6.6486E+00, 5.1702E+01,1.3093E+00, 2.1317E+01,1.3817E+00, 3.1042E+00,8.9154E-02, 5.2844E-01,7.2081E-03, 2.7722E-01,5.2646E-02, 2.6973E-01,2.4092E-02, 1.3430E-01,3.7339E-02, 2.6596E-01,2.6874E-02, 1.3605E-01,3.0321E-02, 1.0999E-01,1.8324E-02,-1.0167E-03,7.1505E-02, 6.2186E-03,6.8092E-02
2020-06-16 22:14,2020-06-11 15:30,2020-06-19 15:00, 9.4742E+00,1.0175E+00, 1.5017E+01,2.1743E+00, 2.9397E+01,1.6336E+00, 7.3147E+01,8.0278E+00, 5.2677E+01,1.5237E+00, 2.2187E+01,9.2581E-01, 3.0923E+00,1.3503E-01, 4.4298E-01,5.1260E-02, 3.1440E-01,5.5664E-02, 2.7216E-01,7.4145E-02, 9.9066E-02,5.9414E-02, 2.0181E-01,4.8693E-02, 1.5814E-01,6.2749E-02, 9.8877E-02,2.6786E-02, 9.2420E-02,2.4479E-02, 5.7056E-02,8.2420E-02
2020-06-27 02:35,2020-06-21 14:10,2020-07-01 13:30, 8.1209E+00,1.3342E+00, 1.4795E+01,1.5383E+00, 2.7318E+01,1.6705E+00, 7.3102E+01,4.3712E+00, 5.3606E+01,1.3559E+00, 2.2513E+01,7.6199E-01, 3.0153E+00,8.8384E-02, 4.9130E-01,1.7173E-02, 3.5728E-01,2.3774E-02, 2.9402E-01,6.7486E-02, 1.8254E-01,8.4777E-02, 2.4971E-01,6.2733E-02, 1.9562E-01,2.1217E-02, 1.5396E-01,6.8480E-02, 1.0613E-02,5.4265E-02, 9.4627E-02,1.5707E-01
2020-07-07 07:56,2020-07-02 13:30,2020-07-14 12:40, 8.6392E+00,1.0260E+00, 1.3623E+01,3.7569E-01, 2.5797E+01,8.8866E-01, 6.7332E+01,3.8574E+00, 5.2293E+01,1.7184E+00, 2.2635E+01,7.7362E-01, 3.1832E+00,5.5950E-02, 4.6236E-01,3.5052E-02, 2.9983E-01,6.0801E-02, 2.4918E-01,7.3720E-02, 1.0239E-01,3.5194E-02, 1.9318E-01,4.9818E-02, 1.6082E-01,2.8360E-02, 9.4569E-02,2.7817E-02,-2.3746E-03,4.1867E-02,-1.2643E-01,2.0211E-01
2020-07-19 09:05,2020-07-16 12:30,2020-07-22 12:50, 8.5838E+00,1.1011E+00, 1.2674E+01,7.2066E-01, 2.4852E+01,1.2326E+00, 6.7049E+01,2.6412E+00, 5.1491E+01,2.7907E+00, 2.2625E+01,8.9771E-01, 3.1109E+00,1.0366E-01, 4.6708E-01,5.2126E-02, 3.1831E-01,1.2677E-02, 2.3720E-01,4.9214E-02, 1.2865E-01,6.7281E-02, 1.4320E-01,2.8828E-02, 1.2120E-01,4.3487E-02, 1.6001E-01,4.1802E-02, 9.4452E-02,3.8284E-02, 1.6326E-01,2.1126E-01
2020-07-31 20:23,2020-07-27 11:50,2020-08-06 11:50, 8.4338E+00,1.2410E+00, 1.1812E+01,5.4535E-01, 2.3609E+01,8.6021E-01, 6.8749E+01,3.6363E+00, 5.0776E+01,5.0750E+00, 2.1486E+01,1.0074E+00, 3.1589E+00,1.1692E-01, 5.0738E-01,2.5722E-02, 3.3731E-01,4.2235E-02, 2.1474E-01,6.9569E-02, 1.3500E-01,6.9065E-02, 1.9389E-01,3.6872E-02, 1.9305E-01,4.2692E-02, 1.5439E-01,5.2735E-02, 9.5953E-02,6.9385E-02, 1.5762E-01,1.7125E-01
2020-08-14 01:17,2020-08-09 11:00,2020-08-19 11:00, 5.8212E+00,9.8639E-01, 1.3904E+01,9.1591E-01, 2.2413E+01,9.7564E-01, 6.6305E+01,1.2792E+00, 4.9048E+01,9.4873E-01, 2.2279E+01,9.7386E-01, 3.0995E+00,4.7201E-02, 4.7471E-01,1.6658E-02, 3.3181E-01,5.3107E-02, 2.3694E-01,3.9990E-02, 1.5167E-01,4.7429E-02, 1.7732E-01,3.4712E-02, 1.5484E-01,8.8881E-02, 1.2918E-01,4.1151E-02, 5.2493E-02,5.5798E-02, 2.5463E-02,9.9343E-02
2020-08-28 18:33,2020-08-24 10:00,2020-09-03 10:00, 8.2862E+00,1.0909E+00, 1.3633E+01,2.5374E-01, 2.4146E+01,7.1543E-01, 6.4812E+01,3.1855E+00, 5.2582E+01,1.1612E+00, 2.2701E+01,8.4885E-01, 3.1118E+00,1.0543E-01, 4.8684E-01,2.5564E-02, 3.4920E-01,5.0757E-02, 2.4526E-01,3.0421E-02, 2.5070E-01,8.4043E-02, 1.3086E-01,2.3791E-02, 1.1941E-01,3.9787E-02, 7.6597E-02,2.2048E-02, 9.0566E-02,7.0929E-02,-1.1750E-01,1.0610E-01
2020-09-11 17:38,2020-09-06 09:10,2020-09-16 09:10, 8.7477E+00,4.2076E-01, 1.4453E+01,1.3111E+00, 2.4124E+01,9.9713E-01, 7.3589E+01,4.2419E+00, 5.3319E+01,1.4959E+00, 2.1868E+01,3.0295E-01, 3.2839E+00,1.0083E-01, 4.5535E-01,4.8696E-02, 2.8271E-01,3.0197E-02, 3.5789E-01,4.3883E-02, 2.2638E-01,7.2158E-02, 2.9003E-01,6.1809E-02, 1.3891E-01,2.3332E-02, 9.6358E-02,2.4824E-02,-7.0648E-03,3.2858E-02, 2.1316E-02,1.0176E-01
2020-09-25 16:43,2020-09-21 08:10,2020-10-01 08:10, 9.1007E+00,6.6420E-01, 1.2963E+01,1.0544E+00, 2.6533E+01,2.2716E+00, 6.6479E+01,5.4120E+00, 5.2139E+01,3.2595E+00, 2.3326E+01,1.1730E+00, 3.1777E+00,9.4935E-02, 4.7663E-01,5.0217E-02, 2.9135E-01,4.2390E-02, 3.4171E-01,4.7119E-02, 2.6768E-01,7.0280E-02, 1.8603E-01,6.0730E-02, 9.9617E-02,4.2059E-02, 1.3491E-01,2.0649E-02, 9.8076E-02,5.1319E-02, 2.8546E-02,1.4112E-01
2020-10-08 11:21,2020-10-04 07:20,2020-10-14 06:40, 9.8058E+00,1.7148E+00, 1.4802E+01,8.5982E-01, 2.8537E+01,1.5916E+00, 8.0957E+01,5.2253E+00, 5.6411E+01,3.4715E+00, 2.2871E+01,2.4830E-01, 3.2707E+00,7.2887E-02, 4.6217E-01,2.5172E-02, 3.8599E-01,8.3109E-02, 2.5694E-01,4.2881E-02, 9.1090E-02,4.8252E-02, 2.3252E-01,4.7701E-02, 1.8527E-01,5.3804E-02, 1.0378E-01,3.5054E-02, 2.0284E-02,3.2701E-02, 6.1820E-02,1.1020E-01
2020-10-23 00:01,2020-10-14 07:20,2020-10-29 06:20, 8.4647E+00,1.1299E+00, 1.4004E+01,8.5320E-01, 2.7883E+01,1.1067E+00, 6.9129E+01,5.5856E+00, 5.3996E+01,2.0503E+00, 2.2571E+01,6.1795E-01, 3.2667E+00,6.9630E-02, 4.8089E-01,5.5405E-02, 3.4458E-01,7.5859E-02, 2.7998E-01,2.7479E-02, 1.6746E-01,3.1825E-02, 2.4735E-01,3.4917E-02, 1.5513E-01,6.6289E-02, 1.2419E-01,4.0290E-02, 1.0026E-01,2.5714E-02, 2.3080E-01,1.3508E-01
2020-11-06 19:42,2020-11-01 05:30,2020-11-11 05:30, 8.0476E+00,1.8433E+00, 1.2586E+01,1.7558E+00, 2.6637E+01,8.7669E-01, 6.6990E+01,5.6828E+00, 5.2664E+01,1.6939E+00, 2.2201E+01,1.0471E+00, 3.1095E+00,1.1914E-01, 4.5265E-01,6.2383E-02, 2.5768E-01,3.4687E-02, 2.7044E-01,5.6992E-02, 2.3270E-01,4.6754E-02, 2.1996E-01,7.0956E-02, 1.8965E-01,5.5992E-02, 1.6282E-01,3.4408E-02, 3.2413E-02,5.4851E-02, 1.6862E-01,1.4704E-01
2020-11-23 08:07,2020-11-16 04:30,2020-11-29 03:40, 9.2364E+00,1.1584E+00, 1.2969E+01,1.1179E+00, 2.5503E+01,1.0168E+00, 6.1726E+01,5.4405E+00, 5.0290E+01,2.3949E+00, 2.2413E+01,7.8933E-01, 3.0360E+00,6.8182E-02, 4.9255E-01,3.7582E-02, 2.9106E-01,2.4018E-02, 3.0723E-01,4.4095E-02, 1.8029E-01,4.5216E-02, 1.4961E-01,4.4882E-02, 1.9388E-01,3.5744E-02, 1.2651E-01,4.5245E-02,-8.8687E-03,4.8515E-02,-2.7949E-02,9.8635E-02
2020-12-06 19:02,2020-12-01 04:10,2020-12-14 03:20, 8.4040E+00,9.2071E-01, 1.2379E+01,1.2589E+00, 2.6429E+01,1.5027E+00, 6.3453E+01,3.7549E+00, 5.1862E+01,1.4885E+00, 2.2669E+01,5.0406E-01, 3.0366E+00,6.2726E-02, 5.0824E-01,3.0157E-02, 3.8015E-01,2.6299E-02, 3.0100E-01,6.1844E-02, 1.6056E-01,6.2307E-02, 1.7855E-01,3.5980E-02, 1.8414E-01,4.5357E-02, 8.4689E-02,1.6841E-02, 8.0332E-02,2.5374E-02, 3.6739E-02,2.2646E-01
2020-12-25 19:50,2020-12-19 02:20,2021-01-01 02:10, 9.3573E+00,5.6150E-01, 1.3321E+01,8.3093E-01, 2.8193E+01,1.3287E+00, 7.1732E+01,5.8417E+00, 5.4393E+01,2.2851E+00, 2.2784E+01,6.0484E-01, 3.2384E+00,6.8506E-02, 5.3616E-01,2.2208E-02, 3.4872E-01,7.0903E-02, 2.7649E-01,5.2369E-02, 1.3403E-01,2.1410E-02, 2.1301E-01,8.7718E-02, 1.6732E-01,4.7607E-02, 1.4111E-01,3.1837E-02, 2.0533E-02,5.3375E-02, 1.6301E-01,1.3967E-01
2021-01-08 21:48,2021-01-03 02:00,2021-01-16 00:30, 1.0715E+01,8.5033E-01, 1.4590E+01,1.4053E+00, 2.9662E+01,2.2115E+00, 7.1090E+01,4.3728E+00, 5.0984E+01,1.8526E+00, 2.3190E+01,1.4417E+00, 3.2623E+00,1.3966E-01, 4.9734E-01,5.0293E-02, 2.7516E-01,3.0143E-02, 2.6947E-01,3.8844E-02, 5.8469E-02,1.0175E-01, 1.6244E-01,3.4932E-02, 2.5925E-01,2.7153E-02, 1.0601E-01,4.6037E-02, 6.5796E-02,9.5028E-02, 8.5548E-02,1.3445E-01
2021-01-23 04:21,2021-01-16 01:10,2021-01-28 23:40, 1.1620E+01,1.2164E+00, 1.5614E+01,9.7981E-01, 2.9455E+01,1.4926E+00, 7.4414E+01,5.3019E+00, 5.4801E+01,3.6745E+00, 2.2434E+01,8.4534E-01, 3.2022E+00,1.3084E-01, 5.0579E-01,8.3289E-02, 3.8729E-01,1.0155E-01, 2.7434E-01,3.2171E-02, 1.3990E-01,7.6199E-02, 2.2649E-01,2.0776E-02, 1.6321E-01,2.8200E-02, 1.0394E-01,6.8217E-02, 6.2923E-02,3.1013E-02, 1.7592E-01,1.0575E-01
2021-02-03 13:58,2021-01-29 00:20,2021-02-07 23:40, 9.4732E+00,7.2346E-01, 1.6244E+01,7.4464E-01, 3.0973E+01,1.6903E+00, 7.1049E+01,5.4466E+00, 5.3504E+01,3.0091E+00, 2.2626E+01,4.2119E-01, 3.1154E+00,7.0500E-02, 5.2455E-01,3.4790E-02, 3.2717E-01,9.1628E-02, 3.0746E-01,4.1971E-02, 1.7802E-01,5.3649E-02, 1.9456E-01,3.8564E-02, 1.8429E-01,5.9905E-02, 1.2372E-01,2.8680E-02, 4.9418E-02,5.3088E-02, 7.9843E-02,1.2023E-01
2021-02-16 11:10,2021-02-12 22:40,2021-02-20 22:10, 1.1150E+01,8.7163E-01, 1.6084E+01,1.3380E+00, 2.9891E+01,1.4382E+00, 7.8478E+01,4.4831E+00, 5.2585E+01,2.0640E+00, 2.1508E+01,1.2804E+00, 3.2137E+00,8.9141E-02, 5.1299E-01,3.1584E-02, 3.5113E-01,2.6898E-02, 3.1963E-01,6.4155E-02, 1.6490E-01,5.6373E-02, 1.9382E-01,2.8790E-02, 1.3426E-01,7.9448E-02, 1.3403E-01,3.5317E-02, 6.9810E-02,5.7382E-02, 1.3382E-01,6.0749E-02
2021-02-27 17:48,2021-02-22 22:40,2021-03-02 22:10, 1.0253E+01,6.2856E-01, 1.4934E+01,1.3523E+00, 2.8461E+01,1.5040E+00, 7.2874E+01,6.1608E+00, 5.2265E+01,2.2321E+00, 2.2903E+01,7.2462E-01, 3.1386E+00,1.7297E-01, 4.9906E-01,4.1780E-02, 4.1630E-01,4.1568E-02, 4.1193E-01,3.9293E-02, 1.5270E-01,1.3219E-01, 2.3194E-01,1.2930E-02, 1.7876E-01,4.4531E-02, 1.0242E-01,3.7471E-02, 7.5986E-02,4.5662E-02,-1.8515E-02,1.9060E-01
2021-03-12 00:42,2021-03-04 22:00,2021-03-17 20:30, 1.0129E+01,6.3367E-01, 1.6087E+01,2.0651E+00, 2.9205E+01,1.6172E+00, 7.2271E+01,1.0846E+01, 5.4134E+01,1.8703E+00, 2.2047E+01,4.1970E-01, 3.0859E+00,1.0601E-01, 4.9782E-01,4.7204E-02, 3.5564E-01,3.6087E-02, 2.9869E-01,3.1497E-02, 1.6434E-01,1.2742E-01, 1.5458E-01,3.1958E-02, 1.2947E-01,3.0213E-02, 9.3164E-02,3.7714E-02, 4.5760E-04,6.3554E-02, 1.4015E-01,1.3816E-01
2021-03-23 01:52,2021-03-17 21:10,2021-03-27 20:30, 1.0116E+01,1.0789E+00, 1.3999E+01,3.6070E-01, 2.7415E+01,8.9641E-01, 6.9847E+01,6.2375E+00, 5.2526E+01,1.9071E+00, 2.1230E+01,9.6664E-01, 3.1415E+00,1.6163E-01, 4.4567E-01,2.0131E-02, 4.3501E-01,7.0469E-02, 3.0842E-01,7.1938E-02, 1.1189E-01,7.1159E-02, 1.9348E-01,3.4788E-02, 1.7812E-01,3.8343E-02, 1.0486E-01,3.5153E-02, 1.5320E-01,6.6039E-02, 7.8860E-02,1.1417E-01
2021-04-03 12:15,2021-03-30 19:40,2021-04-09 19:00, 8.1065E+00,1.5114E+00, 1.2442E+01,4.5670E-01, 2.4525E+01,1.1089E+00, 6.6523E+01,4.5217E+00, 5.0933E+01,1.0623E+00, 2.1957E+01,7.0334E-01, 3.0299E+00,5.2432E-02, 5.3407E-01,1.9085E-02, 3.4655E-01,4.9710E-02, 2.6395E-01,3.6521E-02, 2.0985E-01,1.1522E-01, 2.9834E-01,6.7920E-02, 9.2937E-02,2.6369E-02, 9.7120E-02,2.4687E-02, 3.7040E-02,4.0567E-02,-6.8455E-03,9.5897E-02
2021-04-16 02:14,2021-04-09 19:40,2021-04-22 18:10, 7.4037E+00,6.2271E-01, 1.2364E+01,1.0464E+00, 2.4036E+01,1.1425E+00, 6.2867E+01,4.3222E+00, 4.9812E+01,3.3349E+00, 2.2372E+01,6.4061E-01, 2.9928E+00,1.2417E-01, 4.8161E-01,4.6823E-02, 3.8063E-01,2.9174E-02, 2.6207E-01,7.2147E-02, 2.0882E-01,6.2152E-02, 1.3967E-01,5.3834E-02, 2.1306E-01,4.7624E-02, 1.3911E-01,3.2822E-02,-8.1220E-03,7.1128E-02, 8.3874E-02,9.7624E-02
2021-04-30 21:54,2021-04-24 18:40,2021-05-07 17:10, 7.7009E+00,9.3009E-01, 1.2754E+01,1.0793E+00, 2.3044E+01,1.1827E+00, 6.2416E+01,4.5565E+00, 5.2168E+01,3.2385E+00, 2.2382E+01,9.8860E-01, 3.0514E+00,7.8968E-02, 5.0752E-01,5.3848E-02, 3.8475E-01,9.2088E-02, 2.6389E-01,4.7023E-02, 9.1981E-02,6.2517E-02, 1.5592E-01,6.1689E-02, 1.0554E-01,5.6682E-02, 8.2737E-02,7.1872E-02, 1.0880E-01,3.2892E-02, 1.5374E-01,1.6595E-01
2021-05-16 02:31,2021-05-07 17:50,2021-05-22 16:50, 9.2671E+00,6.0538E-01, 1.2698E+01,1.3318E+00, 2.3752E+01,9.4842E-01, 6.4250E+01,3.9481E+00, 5.0339E+01,1.5299E+00, 2.1288E+01,7.6065E-01, 3.1490E+00,5.8634E-02, 5.0301E-01,3.4411E-02, 4.3792E-01,8.7970E-02, 2.8528E-01,3.3959E-02, 1.7181E-01,5.7635E-02, 1.5568E-01,8.2446E-02, 1.8145E-01,3.7222E-02, 9.7523E-02,3.4159E-02, 1.0566E-01,2.3911E-02, 6.6580E-02,1.3607E-01
2021-05-30 12:23,2021-05-25 16:00,2021-06-04 15:20, 8.9891E+00,1.2069E+00, 1.2404E+01,1.4078E+00, 2.4012E+01,5.3991E-01, 6.4407E+01,3.8946E+00, 5.1170E+01,1.7344E+00, 2.1738E+01,5.4442E-01, 3.0673E+00,1.1304E-01, 4.4971E-01,3.0107E-02, 3.6267E-01,5.3432E-02, 2.3124E-01,3.1005E-02, 1.6959E-01,4.1162E-02, 2.2411E-01,4.8908E-02, 1.5765E-01,4.2519E-02, 1.1585E-01,4.6210E-02, 5.6815E-02,6.1224E-02,-9.1962E-02,7.5463E-02
2021-06-09 18:48,2021-06-04 16:00,2021-06-14 15:20, 9.3986E+00,8.2167E-01, 1.3200E+01,9.6191E-01, 2.6292E+01,2.0441E+00, 6.3121E+01,3.1977E+00, 5.1158E+01,1.8388E+00, 2.2212E+01,6.4276E-01, 3.0792E+00,6.9211E-02, 4.1573E-01,1.7359E-02, 2.8502E-01,4.1549E-02, 3.0342E-01,4.8296E-02, 1.9128E-01,6.6371E-02, 1.7729E-01,5.4324E-02, 2.1846E-01,4.4607E-02, 7.7174E-02,3.0601E-02, 1.1133E-01,4.1424E-02, 1.1784E-01,7.3157E-02
2021-06-21 01:37,2021-06-16 14:30,2021-06-26 13:50, 1.0260E+01,6.8714E-01, 1.2642E+01,1.0991E+00, 2.6747E+01,9.1916E-01, 7.0369E+01,7.1832E+00, 5.1220E+01,2.8523E+00, 2.1721E+01,5.9582E-01, 3.0167E+00,4.9077E-02, 4.9460E-01,4.8383E-02, 3.0279E-01,5.7467E-02, 2.5804E-01,2.2158E-02, 1.2139E-01,5.3344E-02, 1.7759E-01,2.8701E-02, 1.4691E-01,2.6041E-02, 1.2230E-01,3.2254E-02, 5.6392E-02,2.3399E-02, 2.1087E-01,8.2440E-02
