# Light curves of Mira in 0.45-13.5 micron measured with images taken by 
# the Himawari-8 meteorological satellite. 
# Last updated on 2024-06-07T01:13:01
# 
# Original paper: 
#   Daisuke Taniguchi, Kazuya Yamazaki, and Shinsuke Uno
#   "The Great Dimming of Betelgeuse seen by the Himawari-8 meteorological satellite"
#   Nature Astronomy, 6, 930 (2022)
#   DOI: 10.1038/s41550-022-01680-5
# 
# Column descriptions: 
#   1st column: Observation date in UTC (accuracy of 10 min). 
#   The others: Spectral irradiance of each band [nW/m^2/micron]. 
# 
#Date (UTC)     ,Band 01    ,Band 02    ,Band 03    ,Band 04    ,Band 05    ,Band 06    ,Band 07    ,Band 08    ,Band 09    ,Band 10    ,Band 11    ,Band 12    ,Band 13    ,Band 14    ,Band 15    ,Band 16    
2019-07-08 10:20,-5.7165E+00, 1.1268E+00, 1.9658E+00, 2.6045E+00, 6.6438E+00, 5.4324E+00, 9.5679E-01, 2.4667E-01, 3.4156E-02, 8.3763E-02, 7.8101E-02, 1.2735E-01, 1.6413E-01, 9.2995E-02, 3.5297E-02,-3.0379E-01
2019-07-13 10:00, 7.9560E-01,-2.7789E+00,-6.7103E-01, 2.1173E+00, 8.4036E+00, 4.1800E+00, 1.0028E+00, 2.1883E-01, 1.7146E-01,-3.1120E-02, 9.1467E-02,-----------, 6.5932E-02, 7.2486E-03,-1.0569E-01,-4.1630E-01
2019-07-19 08:30, 3.9885E+00,-7.7422E-01,-3.4582E+00,-1.3357E+00, 8.6458E+00, 5.0801E+00, 1.0208E+00, 2.9152E-01, 1.5256E-01, 2.2875E-02, 1.2184E-01,-----------,-2.9147E-02, 4.7081E-02,-8.5795E-04, 1.7591E-01
2019-07-24 08:10, 1.5986E+00,-1.3825E-02,-1.2973E+00,-1.3428E+00, 6.8637E+00, 4.8556E+00, 9.5109E-01, 1.1212E-01,-1.6651E-01,-2.1539E-02, 1.9057E-01, 3.5075E-02, 2.3629E-01, 3.2822E-02, 1.4518E-01, 1.4402E-01
2019-07-29 07:50, 1.7385E+00, 2.9932E+00,-1.4365E+00, 4.3285E+00, 8.8938E+00, 4.4272E+00, 9.6983E-01, 1.8874E-01, 2.2998E-01, 2.3334E-01, 1.4058E-01, 2.2713E-01, 1.1281E-01,-6.1541E-02,-1.3754E-01, 2.5878E-01
2019-07-31 08:50,-1.2302E+00,-2.7927E+00,-1.9746E+00,-6.0831E+00, 1.0063E+01, 4.3935E+00, 1.0165E+00, 2.1864E-01, 2.8691E-01, 7.4190E-02, 1.3902E-01,-1.1933E-03,-4.9814E-02, 7.6584E-02, 2.0221E-01,-3.0154E-01
2019-08-03 07:30, 1.5128E+00, 5.8067E-01,-1.9591E+00,-----------, 8.7902E+00,-----------, 1.0364E+00, 9.1397E-02, 5.3701E-02, 2.6797E-02,-----------,-----------, 6.5512E-02,-----------,-7.0593E-02, 1.8677E-01
2019-08-05 08:30, 4.1622E+00, 2.7996E+00,-1.4756E+00, 2.9790E+00, 9.0001E+00, 4.1690E+00, 9.8127E-01,-3.0699E-02, 1.8087E-01, 2.0582E-01,-8.9035E-02, 1.4102E-01,-1.9693E-01, 5.7438E-02, 1.2171E-01, 1.1026E-01
2019-08-10 08:10,-2.5047E-01,-4.6453E+00, 2.4588E+00, 4.3624E+00, 6.9320E+00, 4.8728E+00, 1.0139E+00, 1.4576E-01, 8.7311E-11, 1.0171E-01, 9.9102E-02, 1.1308E-01, 6.8955E-02, 1.0178E-01, 9.3719E-02,-6.7508E-02
2019-08-12 07:00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2019-08-15 07:50, 2.4752E+00, 2.5853E+00, 1.0569E+00, 2.0960E+00, 7.6704E+00, 4.8282E+00, 1.0705E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2019-08-16 06:40,-6.6239E-01,-----------,-1.8201E+00,-1.3144E-01, 8.8893E+00, 4.2459E+00, 9.9855E-01,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2019-08-21 06:20,-2.4797E+00,-5.3919E-01,-1.6353E+00, 7.3181E-01, 8.5572E+00, 3.8834E+00, 1.0028E+00, 2.3546E-01, 2.7214E-02, 8.0173E-02, 1.2057E-01,-4.3455E-02,-1.2600E-01,-3.5166E-02, 1.8083E-01,-2.0738E-01
2019-08-26 06:00, 1.1860E+00,-1.5484E+00, 1.1611E+00, 7.6804E+00, 7.9371E+00, 4.4823E+00, 9.8711E-01, 5.7930E-02, 5.0095E-02, 1.3043E-01, 1.7182E-02, 1.9927E-02,-8.4977E-02,-5.2446E-02, 1.8257E-02,-3.0604E-01
2019-08-28 07:00,-7.0720E-01,-3.0554E+00, 2.6408E+00,-2.2025E-01, 8.2914E+00, 5.4869E+00, 1.0550E+00, 3.4994E-01, 1.6850E-01, 1.2445E-01, 6.5398E-02, 1.3336E-01, 2.7837E-02, 2.1881E-01, 1.6431E-01,-4.0505E-02
2019-08-31 05:40, 4.7883E-01,-1.8677E+00, 8.2185E-01, 3.6697E+00, 7.6419E+00, 4.3145E+00, 9.5513E-01, 1.7084E-01, 6.9276E-02, 1.7590E-01, 4.8422E-02, 1.7594E-01, 1.3011E-01,-6.5850E-02, 1.1642E-01, 6.7508E-03
2019-09-02 06:40, 1.6388E+00, 5.2537E-01,-8.4181E-01,-2.4512E-01, 9.4205E+00, 4.7732E+00, 1.1719E+00, 2.0182E-01, 2.3226E-01, 2.3573E-01,-1.0309E-01, 1.5788E-01,-1.0549E-01, 5.1968E-02, 1.8551E-01, 1.9802E-01
2019-09-07 06:20,-3.0719E+00,-3.8020E-01, 6.9816E-01,-1.5205E+00, 9.7442E+00, 4.4153E+00, 9.7932E-01, 1.9808E-01, 1.7761E-01, 1.2802E-01, 2.4616E-01, 6.7446E-02, 1.2361E-01, 1.1624E-01, 1.4119E-01,-4.0505E-02
2019-09-09 05:00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2019-09-12 06:00, 2.4752E+00, 3.1038E+00, 1.9113E+00, 2.8100E+00, 1.0541E+01, 4.8321E+00, 9.4886E-01,-----------,-----------,-----------,-----------,-----------,-----------, 8.6160E-02,-----------,-----------
2019-09-13 04:50,-----------,-----------,-----------, 1.2789E+00,-----------, 4.0207E+00, 9.4720E-01,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2019-09-18 04:30, 2.3647E+00,-1.8717E+00,-1.2091E+00, 7.0907E+00, 1.1339E+01, 5.2597E+00, 1.0104E+00, 3.4011E-01, 2.3226E-01, 6.1027E-02,-4.9466E-02,-----------, 4.2720E-02,-5.1951E-02,-1.3960E-01,-1.0801E-01
2019-09-23 04:10, 2.1584E+00,-2.0600E+00, 2.0627E+00, 1.2551E+01, 1.0896E+01, 4.9999E+00, 1.1542E+00, 2.6723E-01, 2.4592E-01, 8.4959E-02, 1.9369E-01, 1.1956E-01, 1.4894E-01, 4.6767E-02,-1.0954E-02, 2.3853E-01
2019-09-25 05:10,-3.9637E+00,-----------, 3.4681E+00, 1.2110E+01, 9.5080E+00, 5.1852E+00, 1.0266E+00, 1.6632E-01, 2.1605E-01, 2.8599E-01, 1.5308E-01, 8.4307E-02, 9.7508E-02, 9.6277E-02,-3.0428E-02,-2.4753E-02
2019-09-28 03:50, 4.3758E+00,-2.9793E+00, 3.5325E+00, 1.3363E+01, 1.0931E+01, 4.8592E+00, 1.0301E+00, 2.5601E-01, 1.2751E-01, 3.8292E-02, 5.7794E-02, 3.3235E-01, 3.9436E-02, 8.2054E-03,-5.3553E-02,-3.6004E-02
2019-09-30 04:50, 1.0682E+00,-1.0369E-01, 3.8138E+00, 1.4750E+01, 1.0577E+01, 5.1467E+00, 1.1221E+00, 2.6910E-01, 2.0721E-01, 2.7283E-01, 7.9663E-02, 9.0804E-02, 7.6974E-02, 1.0706E-02, 1.0711E-01, 1.7102E-01
2019-10-05 04:30, 4.2137E+00, 9.7469E-01, 6.0561E+00, 1.4075E+01, 1.2888E+01, 5.5147E+00, 1.1042E+00, 1.9622E-01, 2.9829E-01, 1.7351E-01, 1.6870E-01, 2.1460E-02, 3.4763E-01, 5.7467E-02, 9.7370E-03,-1.4852E-01
2019-10-10 04:10, 2.2150E+00,-4.9080E-01, 1.4406E+00, 1.7794E+01, 1.0205E+01, 5.5971E+00, 1.1694E+00,-----------,-----------,-----------,-----------,-----------,-----------, 1.8431E-01,-----------,-----------
2019-10-11 03:00,-----------,-----------,-----------,-----------,-----------,-----------, 1.0374E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2019-10-21 02:20, 3.0940E-01, 3.1660E+00, 6.6306E+00, 1.9549E+01, 1.2384E+01, 5.4598E+00, 1.0498E+00, 3.1394E-01, 2.8008E-01, 2.0223E-01, 8.2787E-02, 2.3299E-01, 1.5677E-01, 1.8898E-01,-9.8739E-02, 3.5329E-01
2019-10-26 02:00, 2.1128E+00, 6.3320E+00, 5.7849E+00, 1.6415E+01, 1.3643E+01, 5.5504E+00, 1.2487E+00, 3.6440E-01, 2.1338E-01, 2.8408E-01, 3.3537E-02, 1.3336E-01, 4.1657E-02, 7.5216E-02, 9.9804E-02, 3.2854E-01
2019-10-28 03:00, 2.8877E+00, 3.6430E+00, 4.1933E+00, 2.1393E+01, 1.1516E+01, 5.8718E+00, 1.1206E+00, 3.5132E-01, 1.5484E-01, 1.5676E-01, 2.6554E-02, 1.9007E-01, 2.9595E-01, 9.4362E-02,-1.0954E-02,-1.2827E-01
2019-10-31 01:40, 4.3810E+00, 1.6521E+00, 4.5622E+00,-----------, 1.3613E+01,-----------, 1.1372E+00, 2.6756E-01, 2.8194E-01,-----------,-----------,-----------,-----------,-----------,-6.2073E-02,-9.6762E-02
2019-11-07 02:20, 3.9117E+00,-1.2719E+00, 3.1158E+00, 1.7965E+01, 1.3518E+01, 6.1959E+00, 1.1463E+00, 3.3158E-01, 2.9146E-01, 1.8787E-01,-6.2480E-03,-----------, 2.0362E-01, 1.5520E-01, 6.9529E-02,-3.6004E-02
2019-11-13 00:50, 3.6035E+00,-1.3618E+00, 3.5873E+00, 9.3529E+00, 1.3730E+01, 5.6605E+00, 1.2249E+00, 1.6219E-01,-----------,-----------,-----------,-----------,-----------, 7.3661E-02,-----------,-----------
2019-11-18 00:30, 7.0720E-01,-9.4013E-01, 1.7699E+00, 2.0615E+01, 1.3080E+01, 6.1190E+00, 1.1369E+00, 2.8591E-01, 1.7533E-01, 1.4359E-01, 2.9210E-01, 4.1821E-01, 8.7907E-03, 1.2992E-01, 1.6963E-01, 5.8507E-02
2019-11-23 00:10, 4.1180E+00, 3.0347E+00, 2.9061E+00, 1.6100E+01, 1.2508E+01, 6.7396E+00, 1.1937E+00, 9.7292E-02, 1.5939E-01, 2.5312E-01, 2.0619E-01, 2.4219E-01, 5.5675E-02, 6.7011E-02, 2.4342E-02, 1.1251E-02
2019-11-25 01:10,-1.8122E+00, 2.2397E+00, 3.6241E+00, 1.1339E+01, 1.3270E+01, 6.5508E+00, 1.2371E+00, 2.9152E-01, 2.5275E-01, 2.4172E-01,-8.5911E-02, 1.2569E-01, 2.4226E-01, 4.9233E-02, 9.3719E-02,-2.9254E-02
2019-11-27 23:50, 1.0829E+00,-3.9402E-01, 3.2494E+00,-----------, 1.5008E+01,-----------, 1.1778E+00, 2.3920E-01, 1.9237E-01, 1.8246E-01,-----------,-----------,-6.1161E-02,-----------, 1.2171E-01, 6.7508E-03
2019-11-30 00:50,-1.5470E+00,-1.3825E+00, 1.8012E+00, 1.3144E+01, 1.4972E+01, 7.1836E+00, 1.2965E+00, 2.9441E-01, 3.0285E-01, 3.4798E-01, 3.1828E-01, 2.7285E-01, 2.9102E-01,-3.2822E-02, 6.4508E-02,-5.8507E-02
2019-12-05 00:30,-2.3500E+00, 1.9079E+00, 2.6517E+00, 6.9060E+00, 1.3131E+01, 6.1177E+00, 1.2230E+00, 4.0551E-01, 1.3662E-01, 1.4838E-01, 3.8410E-01,-----------, 3.4599E-01,-6.9428E-02, 1.1902E-01,-6.7508E-03
2019-12-10 00:10,-----------,-----------,-----------, 1.0085E+01, 1.5302E+01,-----------, 1.2793E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2019-12-10 23:00, 7.5877E-01,-4.4241E-01,-3.2912E+00, 1.6681E+01, 1.4988E+01, 7.2065E+00, 1.2578E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2019-12-15 22:40,-2.1216E+00, 9.8852E-01, 4.2968E+00, 1.2945E+01, 1.4301E+01, 6.6368E+00, 1.3236E+00, 4.0343E-01, 5.4643E-01, 2.5488E-01, 2.2181E-01, 1.3640E-01, 1.1135E-01, 2.3793E-01, 7.6543E-02, 1.0126E-01
2019-12-20 22:20,-7.8087E-01, 4.7228E+00, 1.7388E+00, 9.0588E+00, 1.2632E+01, 6.9264E+00, 1.2405E+00, 4.0925E-01, 2.9146E-01, 9.3336E-02, 2.3430E-01, 1.1496E-01, 2.6665E-01, 1.3265E-01, 1.2391E-01, 1.1026E-01
2019-12-22 23:20, 2.3942E+00, 3.3250E+00, 1.2841E+00, 1.2535E+01, 1.6105E+01, 6.6298E+00, 1.2725E+00, 4.2233E-01, 1.7033E-01, 1.4474E-01, 1.9213E-01, 4.9154E-02, 3.9998E-01, 1.7778E-02, 1.6188E-01, 1.5977E-01
2019-12-25 22:00, 8.9137E-01, 1.9701E+00, 9.8209E-01, 8.6289E+00, 1.6335E+01, 6.9039E+00, 1.3240E+00, 3.0647E-01, 1.9355E-01, 7.6583E-02,-3.5926E-02, 1.9229E-01, 6.3678E-02,-3.1454E-02,-6.4508E-02, 3.9830E-01
2019-12-27 23:00, 2.3205E+00,-2.3019E+00, 2.8615E+00, 7.0488E+00, 1.4492E+01, 7.3803E+00, 1.3243E+00, 2.7844E-01, 2.4137E-01, 1.8667E-01, 2.1088E-01, 2.0387E-01, 2.4667E-01, 1.5043E-01, 3.5297E-02, 1.3502E-02
2020-01-01 22:40,-3.9877E+00, 9.1248E-01, 2.2522E+00, 1.4633E+01, 1.4723E+01, 6.6133E+00, 1.3808E+00, 3.1394E-01, 2.8304E-01, 1.8667E-01,-1.5620E-02, 1.7182E-01, 4.2265E-01, 1.8736E-01, 3.2862E-02,-3.6004E-02
2020-01-06 22:20,-2.3462E+00, 2.4125E+00, 2.0072E+00, 1.8287E+01, 1.4227E+01, 7.1077E+00, 1.2579E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2020-01-07 21:10,-----------,-----------,-----------, 4.6111E+00,-----------,-----------, 1.5480E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2020-01-12 20:50,-8.4717E-01,-4.0094E-01,-1.3242E+00, 1.2144E+01, 1.6619E+01, 6.8797E+00, 1.3529E+00, 3.4571E-01, 1.7078E-01, 2.6206E-01, 6.2480E-02,-----------, 1.8135E-01, 6.9746E-02, 1.2992E-02, 2.6778E-01
2020-01-17 20:30, 9.1347E-01,-2.6268E-01,-1.5506E+00, 1.0647E+01, 1.6016E+01, 7.4537E+00, 1.3807E+00, 1.8205E-01, 1.0702E-01, 2.7043E-01, 1.3746E-01, 1.4869E-01,-1.8482E-02, 1.3949E-01, 1.0832E-01,-1.2602E-01
2020-01-19 21:30,-7.7350E-01, 1.6909E-01, 2.8469E+00, 4.2026E+00, 1.5694E+01, 7.4482E+00, 1.1983E+00, 1.7005E-01, 2.2856E-01, 2.1060E-01, 3.0311E-02, 1.9927E-01,-1.1957E-02, 1.9556E-01, 1.8379E-01,-1.0126E-01
2020-01-22 20:10, 2.4826E+00,-1.4906E+00, 1.7343E+00, 9.4957E+00, 1.3680E+01, 7.3219E+00, 1.3835E+00, 3.2212E-01, 2.6414E-01, 1.8906E-01, 5.6396E-02, 2.1601E-01, 4.8349E-02, 2.4069E-01, 1.4484E-01, 1.3052E-01
2020-01-24 21:10,-1.7238E+00, 1.5277E+00, 2.1275E+00, 1.2313E+01, 1.5199E+01, 6.8671E+00, 1.3758E+00, 2.7657E-01, 2.7526E-01, 1.8787E-01, 1.5464E-01, 1.9927E-01, 1.6556E-01, 6.8379E-03,-1.2171E-03, 4.2755E-02
2020-01-29 20:50,-1.0755E+00, 4.0785E-01, 2.6414E+00, 4.7923E+00, 1.5414E+01, 7.4788E+00, 1.2375E+00, 3.5506E-01, 2.0493E-01, 2.7761E-01, 7.8101E-03, 1.8394E-02, 2.8508E-01, 1.3539E-01,-1.8257E-02,-1.2827E-01
2020-02-03 20:30,-2.0086E+00,-1.6368E+00, 1.5511E+00, 8.2950E+00, 1.4241E+01, 6.9397E+00, 1.2434E+00, 2.2358E-01,-----------,-----------,-----------,-----------,-5.5232E-03, 2.2666E-01,-----------,-----------
2020-02-09 19:00, 2.2100E-01,-7.1201E-01,-4.1546E+00, 7.4602E+00, 1.3286E+01, 7.6405E+00, 1.4327E+00, 2.5095E-01, 2.7780E-01, 2.2736E-02, 2.0462E-01,-----------, 2.6819E-01, 1.7570E-01, 7.8037E-02, 1.8002E-02
2020-02-14 18:40, 2.4384E+00, 2.1498E+00,-1.9763E+00, 7.4104E+00, 1.5857E+01, 6.2470E+00, 1.3556E+00, 3.4198E-01, 2.2315E-01, 7.0600E-02, 5.4227E-02, 1.5518E-01, 2.8716E-01, 4.2395E-02,-2.4342E-02, 2.5653E-01
2020-02-16 19:40, 1.4298E+00,-----------,-1.6895E+00, 1.1766E+01,-----------, 5.9157E+00, 1.3290E+00, 2.0133E-01, 9.0333E-02, 2.2650E-01, 1.7026E-01, 1.4562E-01, 2.0049E-02,-1.2942E-01,-1.4313E-02, 7.2009E-02
2020-02-19 18:20,-1.3997E-01, 2.6418E+00, 7.8726E-01, 6.9557E+00, 1.2189E+01, 5.7608E+00, 1.1778E+00, 2.5788E-01, 1.4573E-01, 2.3083E-01, 2.9991E-01,-6.1314E-03, 8.7907E-02, 4.6497E-02, 4.6012E-02, 3.8255E-02
2020-02-21 19:20, 2.9982E+00,-2.1775E+00, 1.4290E+00, 4.7897E+00, 1.4882E+01, 5.7729E+00, 1.3023E+00, 2.8405E-01, 1.2979E-01, 2.2018E-01, 2.1087E-01, 1.3949E-01, 2.2709E-01, 9.0260E-02,-2.0691E-02, 2.9479E-01
2020-02-24 18:00, 6.2198E-01,-9.4704E-01,-2.7192E+00,-----------, 1.0707E+01,-----------, 1.1643E+00,-----------, 2.5581E-01,-----------,-----------,-----------,-----------,-----------,-1.6937E-01,-5.8507E-02
2020-02-26 19:00,-5.0093E-01,-8.5717E-01, 1.3577E-01, 9.6272E-01, 1.1996E+01, 7.4912E+00, 1.2094E+00, 2.3623E-01, 2.5048E-01, 1.7710E-01, 1.4214E-01, 9.3504E-02, 1.4875E-01, 1.1351E-01,-2.4342E-03,-5.6257E-02
2020-03-02 18:40, 8.3243E-01,-8.2952E-01,-1.6090E-01, 4.9770E+00, 1.2233E+01, 7.2285E+00, 1.1847E+00, 3.1912E-01, 1.4176E-01, 6.8703E-02, 2.4531E-01,-----------, 2.1051E-01, 5.0092E-02, 4.6686E-02, 3.8255E-02
2020-03-08 17:10,-1.7533E+00, 7.5348E-01, 4.9667E-01, 2.2700E+00, 1.3164E+01, 6.1365E+00, 1.3218E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2020-03-13 16:50, 1.9153E-01, 6.0140E-01,-3.3918E+00, 2.2061E+00, 1.2101E+01, 5.9542E+00, 1.3009E+00, 2.1490E-01, 2.9146E-01, 1.4359E-01, 2.3430E-02,-1.8394E-02, 2.3185E-01, 9.5730E-03, 6.6942E-02,-3.8930E-01
2020-03-18 16:30, 8.9137E-01,-9.0556E-01, 2.6410E+00, 4.5898E+00, 1.0488E+01, 5.7894E+00, 1.1584E+00, 2.0930E-01, 4.5541E-02, 1.8547E-01, 2.3118E-01, 1.9700E-01, 9.1011E-02, 2.5984E-02, 1.3023E-01, 2.7903E-01
2020-03-20 17:30,-1.3555E+00,-1.1475E+00,-2.9709E-01, 1.4849E+00, 1.2402E+01, 6.4156E+00, 1.2503E+00, 2.3172E-01, 1.9614E-01, 2.4906E-01, 1.3433E-01, 3.2190E-02,-1.7384E-02, 4.1027E-03,-1.3388E-02, 2.8804E-01
2020-03-23 16:10,-2.1069E+00, 4.5624E-01,-3.9952E-01, 2.4867E-01, 1.3555E+01,-----------, 1.1233E+00, 2.6162E-01, 2.4592E-01, 2.3813E-01, 1.4675E-01, 9.8103E-02, 1.5945E-01, 8.1060E-02, 5.2336E-02, 2.2278E-01
2020-03-25 17:10, 6.9247E-01,-2.7858E+00,-1.6008E+00, 7.9220E-01, 9.7797E+00, 5.3060E+00, 1.0625E+00, 2.8405E-01, 1.2639E-01, 1.2923E-01, 5.1546E-02, 4.1387E-02, 8.6866E-02, 1.0251E-01, 5.8422E-02,-1.1701E-01
2020-03-30 16:50,-1.5323E+00,-4.2859E-01, 1.9782E+00, 5.7763E+00, 9.9173E+00, 5.1541E+00, 1.1319E+00, 2.1303E-01, 2.9565E-01, 2.1419E-01, 6.4939E-02,-----------, 3.0133E-01,-7.4988E-02,-4.6251E-02,-4.2755E-02
2020-04-04 16:30,-----------,-----------,-----------, 6.8136E+00, 9.2036E+00,-----------, 1.0450E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2020-04-10 15:00, 4.5452E+00,-6.9127E-03, 1.3834E+00, 1.6981E+00, 9.7265E+00, 4.9874E+00, 1.0963E+00, 1.0037E-01, 1.9912E-01, 7.7780E-02, 1.3121E-01, 8.6030E-02,-1.4324E-01, 1.4223E-01, 6.0856E-02,-1.3052E-01
2020-04-17 15:40, 2.6544E+00,-----------,-2.8356E+00, 7.9220E-01,-----------, 4.6005E+00, 1.0198E+00, 1.9040E-01, 1.7594E-01, 2.8453E-01, 9.6845E-02, 4.2437E-02, 1.1659E-01, 9.0783E-02,-1.2171E-02,-4.9506E-02
2020-04-20 14:20, 2.5489E+00, 3.7329E-01,-1.9359E+00, 1.8970E+00, 7.4233E+00, 4.4144E+00, 9.6971E-01, 1.9282E-01, 5.0095E-02, 2.1778E-01, 9.5283E-02, 1.3259E-01, 1.3186E-01, 8.4789E-02,-1.3388E-02, 2.4753E-02
2020-04-22 15:20, 4.2874E+00, 4.2167E-01,-2.8187E-01,-7.9220E-01, 8.8938E+00, 4.6155E+00, 1.0323E+00, 2.8466E-01, 2.6609E-01, 1.1727E-01, 5.6232E-02, 1.5482E-01,-8.2047E-02,-2.1114E-02, 7.5462E-02,-1.7777E-01
2020-04-27 15:00, 5.6944E+00, 3.9679E+00, 1.6585E-01,-2.5045E+00, 7.9903E+00, 4.3448E+00, 1.1258E+00, 1.8127E-01, 1.6167E-01, 1.0171E-01, 7.8101E-03, 3.6789E-02, 3.2404E-02,-4.3302E-02,-4.5752E-02, 5.7874E-03
2020-05-08 13:10,-1.8122E+00, 2.8895E+00, 3.3687E-01, 6.3518E+00, 6.7855E+00, 4.2130E+00, 9.1884E-01, 2.1686E-01, 4.3264E-02, 1.9505E-01,-2.4992E-02,-4.7519E-02, 3.4311E-01, 2.8719E-02, 8.3172E-03, 3.5554E-01
2020-05-13 12:50,-7.2193E-01,-4.8389E-01, 6.0809E-01, 1.4068E+00, 6.8210E+00, 4.9581E+00, 9.3812E-01, 8.8179E-02, 6.3757E-02, 1.7761E-01, 2.7179E-01, 6.7446E-02,-1.8738E-01, 2.2620E-01, 1.2536E-01,-2.0253E-02
2020-05-18 12:30, 3.8749E+00,-5.2537E-01,-7.8004E-01,-6.4119E+00, 6.5198E+00, 5.1467E+00, 8.8133E-01, 1.4202E-01, 2.7325E-01, 1.5795E-01, 2.4211E-01,-2.2993E-02, 2.4321E-01, 6.4276E-02, 1.3754E-01,-1.2377E-01
2020-05-20 13:30,-1.9583E+00,-3.0416E-01,-7.0475E-02, 1.9219E+00, 7.1640E+00, 4.3448E+00, 9.3764E-01, 1.5137E-01, 2.1632E-01,-3.5898E-03, 1.0778E-01, 1.5329E-03, 1.0988E-01, 6.7011E-02, 5.5988E-02, 4.0505E-02
2020-05-25 13:10, 2.7257E+00, 1.8664E+00, 7.6108E-01,-2.3802E+00, 5.9528E+00, 4.1251E+00, 8.4599E-01, 1.6445E-01, 2.2543E-01, 9.6172E-02,-2.3430E-02, 1.2220E-01, 3.2614E-02,-2.4616E-02,-1.0224E-01, 6.3008E-02
2020-05-30 12:50,-4.2579E+00,-1.0507E+00, 1.7237E+00, 5.3536E+00, 7.2107E+00, 4.2734E+00, 8.8098E-01, 1.3268E-01, 1.5029E-01,-----------,-----------,-----------, 1.8643E-01,-1.9751E-02,-----------, 3.5999E-01
2020-06-05 11:20,-8.0270E+00,-2.7513E+00, 4.7859E-01, 1.2853E+00, 7.2816E+00, 4.3668E+00, 8.9640E-01, 1.8500E-01, 1.5939E-01, 1.1630E-01, 2.5929E-01,-----------, 2.1036E-01, 5.6070E-02, 2.6949E-03, 7.4259E-02
2020-06-10 11:00, 1.0109E+00, 2.4886E-01,-2.6371E+00, 4.7177E+00, 7.5651E+00, 3.8889E+00, 9.3514E-01, 1.9061E-01, 1.1613E-01, 5.5044E-02, 2.3430E-02, 3.0657E-02, 1.6116E-01,-1.3582E-02, 4.6578E-02,-1.9577E-01
2020-06-15 10:40,-6.0407E-01, 1.8180E+00,-2.9837E+00, 6.5721E-01, 8.2128E+00, 4.9517E+00, 1.0063E+00, 1.0465E-01, 2.5503E-01, 1.1248E-01, 4.0612E-02, 1.2388E-01, 1.1428E-01,-1.5043E-02, 1.1076E-01, 2.7228E-01
2020-06-17 11:40, 2.0700E+00, 3.7951E+00, 2.4442E-01, 6.3589E-01, 5.0670E+00, 4.9985E+00, 8.9402E-01, 2.8778E-01, 1.0702E-01, 1.1128E-01,-2.3430E-02,-1.5602E-02, 2.7398E-01,-1.1624E-01,-3.6514E-02, 2.9704E-01
2020-06-22 11:20, 1.9890E-01,-3.7190E+00, 1.5223E+00, 3.6100E-01, 7.9497E+00, 3.7186E+00, 8.6810E-01, 1.2894E-01, 1.2068E-01, 2.2736E-02, 1.2808E-01,-3.0657E-03, 6.2693E-02, 1.2601E-01, 1.5457E-01,-1.2827E-01
2020-06-27 11:00,-4.2948E+00, 3.1522E+00,-2.4497E+00, 1.6945E+00, 7.3525E+00, 3.6182E+00, 9.1823E-01, 2.7096E-01, 1.5484E-01,-9.1601E-03, 9.8393E-02,-----------, 1.7830E-01,-1.1374E-01,-6.9595E-02,-1.5977E-01
2020-07-03 09:30,-3.0808E+00, 1.1959E+00, 1.6401E+00, 4.9877E+00, 6.1843E+00, 4.7567E+00, 9.2429E-01, 1.8313E-01, 1.5168E-01,-2.1539E-02, 8.6103E-02,-----------, 1.1052E-01, 6.8673E-02,-8.5218E-02,-1.1701E-01
2020-07-08 09:10,-9.0541E-01,-6.2214E-01, 2.6916E+00, 2.5578E-01, 8.3944E+00, 3.8231E+00, 7.4713E-01, 1.1025E-01, 4.3264E-02, 1.4120E-01, 2.7596E-01, 7.3042E-02,-1.2289E-01, 6.8353E-02, 9.0061E-02,-1.8002E-02
2020-07-13 08:50,-1.3039E+00,-3.3941E+00, 1.2059E+00, 1.1297E+00, 7.7959E+00, 4.2203E+00, 8.4873E-01, 1.5697E-01, 1.6850E-01, 1.2325E-01, 2.0393E-01, 1.7475E-01, 1.8846E-02, 5.3335E-02,-4.1382E-02,-1.3052E-01
